INPUT:link	OUTPUT:age	OUTPUT:code	OUTPUT:gender	OUTPUT:nickname	GOLDEN:age	GOLDEN:code	GOLDEN:gender	GOLDEN:nickname	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started	ASSIGNMENT:submitted	ASSIGNMENT:accepted	ASSIGNMENT:rejected	ASSIGNMENT:skipped	ASSIGNMENT:expired	ASSIGNMENT:reward	ACCEPT:verdict	ACCEPT:comment
TAIA first pull											https://toloka.yandex.ru/task/23846483/00016bde53--60926ad6d159ef4ffa6db1cd	00016bde53--60926ad6d159ef4ffa6db1cd	02b0cac30dfcfa1e8280a26ecbed9965	EXPIRED	2021-05-05T09:52:22.256					2021-05-05T09:54:37.203	0.7000000000		
TAIA first pull	40	S8JMfzgvzT	мужской	matveynik							https://toloka.yandex.ru/task/23846483/00016bde53--60926ad87d9ddc487d6cb4b2	00016bde53--60926ad87d9ddc487d6cb4b2	3cfca078bf40cc757ac9aa86d9673900	SUBMITTED	2021-05-05T09:52:24.589	2021-05-05T10:12:38.421					0.7000000000		
TAIA first pull	26	S8JMfzgvzT	женский	ирина							https://toloka.yandex.ru/task/23846483/00016bde53--60926ada03acb656d053984a	00016bde53--60926ada03acb656d053984a	cda4e2e210b999eb48675212b82c8efe	SUBMITTED	2021-05-05T09:52:26.475	2021-05-05T10:06:36.711					0.7000000000		
TAIA first pull	29	S8JMfzgvzT	Муж	Faerq							https://toloka.yandex.ru/task/23846483/00016bde53--60926adb0fcbf23df06f91aa	00016bde53--60926adb0fcbf23df06f91aa	636b78998b30ea2c115612910e97f550	SUBMITTED	2021-05-05T09:52:27.409	2021-05-05T09:57:40.784					0.7000000000		
TAIA first pull	38	S8JMfzgvzT	женский	Геша							https://toloka.yandex.ru/task/23846483/00016bde53--60926adb19d8d52be2051ff7	00016bde53--60926adb19d8d52be2051ff7	1171db864afa28871a9cdfc511d70803	SUBMITTED	2021-05-05T09:52:27.772	2021-05-05T10:06:49.876					0.7000000000		
TAIA first pull	61	S8JMfzgvzT	муж	олег							https://toloka.yandex.ru/task/23846483/00016bde53--60926adbd2eb476f0651bd54	00016bde53--60926adbd2eb476f0651bd54	d55a2631263701a1ed0a561e57f8c485	SUBMITTED	2021-05-05T09:52:27.173	2021-05-05T10:31:42.695					0.7000000000		
TAIA first pull											https://toloka.yandex.ru/task/23846483/00016bde53--60926adc57f2744231d33310	00016bde53--60926adc57f2744231d33310	27e60592fe902b5cecc3299c9a95014b	EXPIRED	2021-05-05T09:52:28.477					2021-05-05T09:53:19.038	0.7000000000		
TAIA first pull	24	S8JMfzgvzT	Женский	Елизавета							https://toloka.yandex.ru/task/23846483/00016bde53--60926add9fe36f17d7ff8f9b	00016bde53--60926add9fe36f17d7ff8f9b	cba2381ab4c1de86e6bc2a97b36c8ffd	SUBMITTED	2021-05-05T09:52:29.949	2021-05-05T10:02:31.987					0.7000000000		
TAIA first pull	54	S8JMfzgvzT	женский	Елена97							https://toloka.yandex.ru/task/23846483/00016bde53--60926ade0f8c700461b857a0	00016bde53--60926ade0f8c700461b857a0	7c16ac798d4cffecf20991b872d1aacf	SUBMITTED	2021-05-05T09:52:30.594	2021-05-05T10:10:50.244					0.7000000000		
TAIA first pull	60	S8JMfzgvzT	женский	Людмила							https://toloka.yandex.ru/task/23846483/00016bde53--60926adeaae3714069607c62	00016bde53--60926adeaae3714069607c62	3e79a0ea37609b33a87873fdc7bbc30b	SUBMITTED	2021-05-05T09:52:30.165	2021-05-05T10:05:07.741					0.7000000000		
TAIA first pull	41	S8JMfzgvzT	Мужской	Стас							https://toloka.yandex.ru/task/23846483/00016bde53--60926adf561411371219dd7a	00016bde53--60926adf561411371219dd7a	63fd8acd720396c9b7f7db89e81a3d64	SUBMITTED	2021-05-05T09:52:31.424	2021-05-05T10:03:23.855					0.7000000000		
TAIA first pull	42	S8JMfzgvzT	жен	marisha							https://toloka.yandex.ru/task/23846483/00016bde53--60926ae05549355605162482	00016bde53--60926ae05549355605162482	128741b6fa257aa943909157687efc12	SUBMITTED	2021-05-05T09:52:32.841	2021-05-05T10:19:53.748					0.7000000000		
TAIA first pull	49	S8JMfzgvzT	Женский	Volkberry							https://toloka.yandex.ru/task/23846483/00016bde53--60926ae1814acf0f3db0806e	00016bde53--60926ae1814acf0f3db0806e	6daf7b54b87ebd59aab292331c1e7277	SUBMITTED	2021-05-05T09:52:33.209	2021-05-05T10:04:14.701					0.7000000000		
TAIA first pull	38	S8JMfzgvzT	Мужской	4ybak_83							https://toloka.yandex.ru/task/23846483/00016bde53--60926ae1aae3714069607d2c	00016bde53--60926ae1aae3714069607d2c	ff812d666c13c10b2e31067737c502ac	SUBMITTED	2021-05-05T09:52:33.012	2021-05-05T10:00:41.452					0.7000000000		
TAIA first pull	42	S8JMfzgvzT	женский	стрекоза							https://toloka.yandex.ru/task/23846483/00016bde53--60926ae36d35fb117bc315f2	00016bde53--60926ae36d35fb117bc315f2	88081db98b947275890815254d01f5f9	SUBMITTED	2021-05-05T09:52:35.511	2021-05-05T10:03:09.295					0.7000000000		
TAIA first pull	27	S8JMfzgvzT	Мужской	Leganfa							https://toloka.yandex.ru/task/23846483/00016bde53--60926ae3e313a106d84e8467	00016bde53--60926ae3e313a106d84e8467	49ac371bb2fc9525c3c1a535dcfea2c4	SUBMITTED	2021-05-05T09:52:35.852	2021-05-05T10:03:07.713					0.7000000000		
TAIA first pull	56	S8JMfzgvzT	мужской	Джайс							https://toloka.yandex.ru/task/23846483/00016bde53--60926ae440338e0731cf445a	00016bde53--60926ae440338e0731cf445a	69e918870fcea9f899e616e1845b59c4	SUBMITTED	2021-05-05T09:52:36.082	2021-05-05T10:08:08.986					0.7000000000		
TAIA first pull	28	S8JMfzgvzT	Женский	Омирани							https://toloka.yandex.ru/task/23846483/00016bde53--60926ae77a614251c98f1caa	00016bde53--60926ae77a614251c98f1caa	2201683f4ed5fe50fffcc4305cfbc6c4	SUBMITTED	2021-05-05T09:52:39.227	2021-05-05T10:04:47.642					0.7000000000		
TAIA first pull	35	S8JMfzgvzT	женский	Мари							https://toloka.yandex.ru/task/23846483/00016bde53--60926ae81e05b21892c74755	00016bde53--60926ae81e05b21892c74755	ba171e90d9574b0d69cfdf3f184cb434	SUBMITTED	2021-05-05T09:52:40.327	2021-05-05T10:16:50.913					0.7000000000		
TAIA first pull	29	S8JMfzgvzT	мужской	olober							https://toloka.yandex.ru/task/23846483/00016bde53--60926ae9078ece51893ab51e	00016bde53--60926ae9078ece51893ab51e	03525759f105d3ccce11a1caed77458c	SUBMITTED	2021-05-05T09:52:41.429	2021-05-05T10:01:49.834					0.7000000000		
TAIA first pull	52	S8JMfzgvzT	муж	ros							https://toloka.yandex.ru/task/23846483/00016bde53--60926aeb5b31ab7f1cc7f0c0	00016bde53--60926aeb5b31ab7f1cc7f0c0	7d5269041978d892ff9a76eeba62f5d2	SUBMITTED	2021-05-05T09:52:43.323	2021-05-05T10:07:14.531					0.7000000000		
TAIA first pull	39	S8JMfzgvzT	мужской	serzh							https://toloka.yandex.ru/task/23846483/00016bde53--60926aebd159ef4ffa6db35f	00016bde53--60926aebd159ef4ffa6db35f	5b4323e8372ce1d7e6ecf128c543c91f	SUBMITTED	2021-05-05T09:52:43.527	2021-05-05T10:21:28.641					0.7000000000		
TAIA first pull	31	S8JMfzgvzT	женский	estka.sorokina							https://toloka.yandex.ru/task/23846483/00016bde53--60926aec03acb656d0539939	00016bde53--60926aec03acb656d0539939	b11d5eeda17cbe0712ec84cab7e9a2ff	SUBMITTED	2021-05-05T09:52:44.701	2021-05-05T10:18:53.374					0.7000000000		
TAIA first pull	42	S8JMfzgvzT	мужской	Dnikitin							https://toloka.yandex.ru/task/23846483/00016bde53--60926aec9fe36f17d7ff9199	00016bde53--60926aec9fe36f17d7ff9199	86ecc65c2f1917866b694f0772e929cd	SUBMITTED	2021-05-05T09:52:44.504	2021-05-05T10:02:53.753					0.7000000000		
TAIA first pull	19	S8JMfzgvzT	женский	"
valeriasamorokova"							https://toloka.yandex.ru/task/23846483/00016bde53--60926aed0f8c700461b858b7	00016bde53--60926aed0f8c700461b858b7	5edaeedc394679fb8217714e48e28cf0	SUBMITTED	2021-05-05T09:52:45.077	2021-05-05T10:04:37.327					0.7000000000		
TAIA first pull	53	S8JMfzgvzT	женский	Света-Лана							https://toloka.yandex.ru/task/23846483/00016bde53--60926aed70a1e819bcdb99b8	00016bde53--60926aed70a1e819bcdb99b8	93f0976575e53a83377376cbbff605b0	SUBMITTED	2021-05-05T09:52:45.455	2021-05-05T10:17:38.818					0.7000000000		
TAIA first pull	38	S8JMfzgvzT	женский	Tiry56							https://toloka.yandex.ru/task/23846483/00016bde53--60926af07a614251c98f1d4c	00016bde53--60926af07a614251c98f1d4c	5206bf24619b84d5cfe1dbdd96ee2264	SUBMITTED	2021-05-05T09:52:48.216	2021-05-05T10:07:02.272					0.7000000000		
TAIA first pull	25	S8JMfzgvzT	женский	Лука							https://toloka.yandex.ru/task/23846483/00016bde53--60926af10f8c700461b858d0	00016bde53--60926af10f8c700461b858d0	8ad15be1a3933cf47a418d51e02cc828	SUBMITTED	2021-05-05T09:52:49.722	2021-05-05T10:22:12.125					0.7000000000		
TAIA first pull	43	S8JMfzgvzT	Муж.	ALEX							https://toloka.yandex.ru/task/23846483/00016bde53--60926af2aae37140696080b2	00016bde53--60926af2aae37140696080b2	e2b87d7b98ed20aa9dcf46f2726b145e	SUBMITTED	2021-05-05T09:52:50.252	2021-05-05T10:26:36.777					0.7000000000		
TAIA first pull	18	S8JMfzgvzT	мужской	papatun09							https://toloka.yandex.ru/task/23846483/00016bde53--60926af6fd5c7a5a8e7f67e4	00016bde53--60926af6fd5c7a5a8e7f67e4	04db68b4ac6a619ca415ba2697cd6284	SUBMITTED	2021-05-05T09:52:54.611	2021-05-05T10:25:01.458					0.7000000000		
TAIA first pull	30	S8JMfzgvzT	Женский	Дарья							https://toloka.yandex.ru/task/23846483/00016bde53--60926af74a2a157622535ee4	00016bde53--60926af74a2a157622535ee4	925ccb890144d9451ff5da2374a974bb	SUBMITTED	2021-05-05T09:52:55.402	2021-05-05T10:12:06.886					0.7000000000		
TAIA first pull	57	S8JMfzgvzT	male	bkb							https://toloka.yandex.ru/task/23846483/00016bde53--60926af9ac6a313e5c771939	00016bde53--60926af9ac6a313e5c771939	34fe8cc4f653120bf6927b188ba3c249	SUBMITTED	2021-05-05T09:52:57.129	2021-05-05T10:06:43.259					0.7000000000		
TAIA first pull	39	S8JMfzgvzT	Женский 	Светлана							https://toloka.yandex.ru/task/23846483/00016bde53--60926afa561411371219df15	00016bde53--60926afa561411371219df15	132e7330290379e64b2653c34a075b4b	SUBMITTED	2021-05-05T09:52:58.251	2021-05-05T10:22:57.636					0.7000000000		
TAIA first pull	33	S8JMfzgvzT	Женский	apelsinka							https://toloka.yandex.ru/task/23846483/00016bde53--60926afb7a614251c98f1df6	00016bde53--60926afb7a614251c98f1df6	fc52c2255e447ec76297481df4c516d0	SUBMITTED	2021-05-05T09:52:59.035	2021-05-05T10:05:29.933					0.7000000000		
TAIA first pull											https://toloka.yandex.ru/task/23846483/00016bde53--60926afc19d8d52be2052190	00016bde53--60926afc19d8d52be2052190	ac051e4f35c7afa539b12d732ee71e1b	EXPIRED	2021-05-05T09:53:00.969					2021-05-05T09:53:17.033	0.7000000000		
TAIA first pull	27	S8JMfzgvzT	Женский	Татьянамама							https://toloka.yandex.ru/task/23846483/00016bde53--60926afce313a106d84e861f	00016bde53--60926afce313a106d84e861f	856848fad3df9afbd82377eb74c18c46	SUBMITTED	2021-05-05T09:53:00.173	2021-05-05T10:19:12.929					0.7000000000		
TAIA first pull	31	S8JMfzgvzT	Мужской	REnDer							https://toloka.yandex.ru/task/23846483/00016bde53--60926aff7a614251c98f1ec2	00016bde53--60926aff7a614251c98f1ec2	d24cac3d125e596fbadd26dee555bca4	SUBMITTED	2021-05-05T09:53:03.507	2021-05-05T09:59:25.415					0.7000000000		
TAIA first pull	26	S8JMfzgvzT	Женский	Ирина							https://toloka.yandex.ru/task/23846483/00016bde53--60926b0340338e0731cf4691	00016bde53--60926b0340338e0731cf4691	f62ef6a5a3c993069b2a6770ff94f5bd	SUBMITTED	2021-05-05T09:53:07.395	2021-05-05T10:06:13.375					0.7000000000		
TAIA first pull	22	S8JMfzgvzT	Мужской	Bulat2004							https://toloka.yandex.ru/task/23846483/00016bde53--60926b051e05b21892c74df0	00016bde53--60926b051e05b21892c74df0	5ccec3437a72c1685a5c890823587aa5	SUBMITTED	2021-05-05T09:53:09.872	2021-05-05T10:06:29.427					0.7000000000		
TAIA first pull	41	S8JMfzgvzT	женский	geo24							https://toloka.yandex.ru/task/23846483/00016bde53--60926b057d9ddc487d6cb7a6	00016bde53--60926b057d9ddc487d6cb7a6	440289ebdde4e0f8b4712c37524cad7b	SUBMITTED	2021-05-05T09:53:09.059	2021-05-05T10:07:02.431					0.7000000000		
TAIA first pull	32	S8JMfzgvzT	мужской	иван							https://toloka.yandex.ru/task/23846483/00016bde53--60926b0838310858416c0451	00016bde53--60926b0838310858416c0451	a1b661a17ca71cb80e1773c93eed5071	SUBMITTED	2021-05-05T09:53:12.135	2021-05-05T10:20:56.410					0.7000000000		
TAIA first pull	26	S8JMfzgvzT	женский	Дискета							https://toloka.yandex.ru/task/23846483/00016bde53--60926b094a2a157622536012	00016bde53--60926b094a2a157622536012	a173b9b64cce7aba970de5a8e02541f2	SUBMITTED	2021-05-05T09:53:13.080	2021-05-05T10:29:21.016					0.7000000000		
TAIA first pull	44	S8JMfzgvzT	мужской	Stinger							https://toloka.yandex.ru/task/23846483/00016bde53--60926b0bd207773d90486d64	00016bde53--60926b0bd207773d90486d64	5599a98b658bac6d2f00caac4de7916a	SUBMITTED	2021-05-05T09:53:15.771	2021-05-05T10:25:30.509					0.7000000000		
TAIA first pull	28	S8JMfzgvzT	Мужской	Ахилес							https://toloka.yandex.ru/task/23846483/00016bde53--60926b0c38310858416c04b5	00016bde53--60926b0c38310858416c04b5	a28038ce3d4959e05cc23e689a410563	SUBMITTED	2021-05-05T09:53:16.608	2021-05-05T10:03:49.386					0.7000000000		
TAIA first pull	37	S8JMfzgvzT	женский	alka							https://toloka.yandex.ru/task/23846483/00016bde53--60926b0d6d35fb117bc31ae9	00016bde53--60926b0d6d35fb117bc31ae9	7a715977edb3cbc78dff56ff71ac9b11	SUBMITTED	2021-05-05T09:53:17.963	2021-05-05T10:06:38.011					0.7000000000		
TAIA first pull	27	S8JMfzgvzT	мужской	ёжик							https://toloka.yandex.ru/task/23846483/00016bde53--60926b0efd5c7a5a8e7f6978	00016bde53--60926b0efd5c7a5a8e7f6978	d1df2396c48eb87310c6abb273204002	SUBMITTED	2021-05-05T09:53:18.411	2021-05-05T10:10:18.558					0.7000000000		
TAIA first pull	29	S8JMfzgvzT	Муж	blackdreams							https://toloka.yandex.ru/task/23846483/00016bde53--60926b1009c70d3ddc57bb7e	00016bde53--60926b1009c70d3ddc57bb7e	119d7bdf8e947a56408394eace6999e3	SUBMITTED	2021-05-05T09:53:20.840	2021-05-05T10:02:36.595					0.7000000000		
TAIA first pull	32	S8JMfzgvzT	Женский	Nocturna							https://toloka.yandex.ru/task/23846483/00016bde53--60926b1057f2744231d335de	00016bde53--60926b1057f2744231d335de	fc1e240ba66d6677b8695cbe7b9baa98	SUBMITTED	2021-05-05T09:53:20.480	2021-05-05T10:10:40.053					0.7000000000		
TAIA first pull	36	S8JMfzgvzT	женский	nats0904							https://toloka.yandex.ru/task/23846483/00016bde53--60926b115b31ab7f1cc7f2d3	00016bde53--60926b115b31ab7f1cc7f2d3	dff2ccb1c1fc49766e4cdaf1f8094daf	SUBMITTED	2021-05-05T09:53:21.414	2021-05-05T10:07:22.168					0.7000000000		
TAIA first pull	19	S8JMfzgvzT	М	Алексей Бледный							https://toloka.yandex.ru/task/23846483/00016bde53--60926b12f941c07be7ea2dc2	00016bde53--60926b12f941c07be7ea2dc2	6c1d2e004ee0438ff3475ce36fd33ae8	SUBMITTED	2021-05-05T09:53:22.431	2021-05-05T09:59:43.642					0.7000000000		
TAIA first pull	30	S8JMfzgvzT	м	Loseless							https://toloka.yandex.ru/task/23846483/00016bde53--60926b1304eb6219ecfd582e	00016bde53--60926b1304eb6219ecfd582e	17205954c25fffbce6d83e0665c00a12	SUBMITTED	2021-05-05T09:53:23.466	2021-05-05T10:02:41.405					0.7000000000		
TAIA first pull	35	S8JMfzgvzT	мужской	Shaman							https://toloka.yandex.ru/task/23846483/00016bde53--60926b13e313a106d84e8812	00016bde53--60926b13e313a106d84e8812	ebf0f2bff4009ed08952be46545304aa	SUBMITTED	2021-05-05T09:53:23.312	2021-05-05T10:10:18.783					0.7000000000		
TAIA first pull	34	S8JMfzgvzT	женский	Ирина Коваленко							https://toloka.yandex.ru/task/23846483/00016bde53--60926b14d2eb476f0651c07f	00016bde53--60926b14d2eb476f0651c07f	c7f1ed8b70062fdb79ebc9e533562a9b	SUBMITTED	2021-05-05T09:53:24.737	2021-05-05T10:15:33.044					0.7000000000		
TAIA first pull	45	S8JMfzgvzT	мужской	алексей							https://toloka.yandex.ru/task/23846483/00016bde53--60926b16f941c07be7ea2e18	00016bde53--60926b16f941c07be7ea2e18	25ecc0bfd724994d1a1daaa2527a5e55	SUBMITTED	2021-05-05T09:53:26.718	2021-05-05T10:05:51.528					0.7000000000		
TAIA first pull	32	S8JMfzgvzT	Муж	megalo							https://toloka.yandex.ru/task/23846483/00016bde53--60926b177a614251c98f2023	00016bde53--60926b177a614251c98f2023	6663cc9a4bb8ae3675fc1683be7309a6	SUBMITTED	2021-05-05T09:53:27.506	2021-05-05T09:59:36.735					0.7000000000		
TAIA first pull											https://toloka.yandex.ru/task/23846483/00016bde53--60926b1b4a2a15762253612f	00016bde53--60926b1b4a2a15762253612f	a96ef32c14d8e49d81171686dcc5903c	EXPIRED	2021-05-05T09:53:31.350					2021-05-05T10:55:11.350	0.7000000000		
TAIA first pull											https://toloka.yandex.ru/task/23846483/00016bde53--60926b1c0f15e875b171abd8	00016bde53--60926b1c0f15e875b171abd8	1e7f97b350d6e75b7cda0dc845412e72	EXPIRED	2021-05-05T09:53:32.049					2021-05-05T10:55:12.049	0.7000000000		
TAIA first pull	40	S8JMfzgvzT	женский	ирина							https://toloka.yandex.ru/task/23846483/00016bde53--60926b1d0f15e875b171abf8	00016bde53--60926b1d0f15e875b171abf8	15f011e79c91f0a11171d95f00a2e13b	SUBMITTED	2021-05-05T09:53:33.992	2021-05-05T10:16:02.052					0.7000000000		
TAIA first pull	35	S8JMfzgvzT	Мужской	SamonFenix							https://toloka.yandex.ru/task/23846483/00016bde53--60926b20814acf0f3db084d2	00016bde53--60926b20814acf0f3db084d2	c27426c4dbf2221fe5e3fff79eed59cb	SUBMITTED	2021-05-05T09:53:36.155	2021-05-05T10:09:40.533					0.7000000000		
TAIA first pull	54	S8JMfzgvzT	Мужской	Толяныч							https://toloka.yandex.ru/task/23846483/00016bde53--60926b20d95ac73c356e5a6c	00016bde53--60926b20d95ac73c356e5a6c	422b1ef0eb10600046b4b00b52592d2c	SUBMITTED	2021-05-05T09:53:36.897	2021-05-05T10:28:19.097					0.7000000000		
TAIA first pull	26	S8JMfzgvzT	Мужской	br0oks.22.rus							https://toloka.yandex.ru/task/23846483/00016bde53--60926b20e313a106d84e88f9	00016bde53--60926b20e313a106d84e88f9	3e7a325c8f81ae9289e944b96816dc2e	SUBMITTED	2021-05-05T09:53:36.640	2021-05-05T10:15:20.636					0.7000000000		
TAIA first pull	22	S8JMfzgvzT	Женский	Pdvlcpl							https://toloka.yandex.ru/task/23846483/00016bde53--60926b2138310858416c0612	00016bde53--60926b2138310858416c0612	49fe21040ab34cd42ebc33966026e92d	SUBMITTED	2021-05-05T09:53:37.688	2021-05-05T10:02:57.046					0.7000000000		
TAIA first pull	40	S8JMfzgvzT	мужской	MAV1980							https://toloka.yandex.ru/task/23846483/00016bde53--60926b217a614251c98f20fa	00016bde53--60926b217a614251c98f20fa	de03cc3542ba3f30548168ef644c4de8	SUBMITTED	2021-05-05T09:53:37.584	2021-05-05T10:05:28.905					0.7000000000		
TAIA first pull	30	S8JMfzgvzT	мужской	kos9602							https://toloka.yandex.ru/task/23846483/00016bde53--60926b220f15e875b171ac64	00016bde53--60926b220f15e875b171ac64	e63f4f334a52d82591dfca960e19aba3	SUBMITTED	2021-05-05T09:53:38.336	2021-05-05T10:14:45.489					0.7000000000		
TAIA first pull	23	S8JMfzgvzT	Женский	JilKar							https://toloka.yandex.ru/task/23846483/00016bde53--60926b237a614251c98f210f	00016bde53--60926b237a614251c98f210f	a31b38c85f16fe900d32d7b112e21d4f	SUBMITTED	2021-05-05T09:53:39.547	2021-05-05T10:24:03.549					0.7000000000		
TAIA first pull	27	S8JMfzgvzT	женский	Pica pica							https://toloka.yandex.ru/task/23846483/00016bde53--60926b23d2eb476f0651c1a4	00016bde53--60926b23d2eb476f0651c1a4	18cf9d4c54698bc2ae186d94b4368bac	SUBMITTED	2021-05-05T09:53:39.711	2021-05-05T10:10:54.149					0.7000000000		
TAIA first pull	37	S8JMfzgvzT	женский	mpyrkina							https://toloka.yandex.ru/task/23846483/00016bde53--60926b246d35fb117bc31cbb	00016bde53--60926b246d35fb117bc31cbb	fb5ed152d23028a950763bb7a41666d0	SUBMITTED	2021-05-05T09:53:40.929	2021-05-05T10:06:47.648					0.7000000000		
TAIA first pull	42	S8JMfzgvzT	Женский	Джемма							https://toloka.yandex.ru/task/23846483/00016bde53--60926b24f941c07be7ea307f	00016bde53--60926b24f941c07be7ea307f	8dc87f9a45de3ffa9e2d082685d40c74	SUBMITTED	2021-05-05T09:53:40.565	2021-05-05T10:08:52.251					0.7000000000		
TAIA first pull											https://toloka.yandex.ru/task/23846483/00016bde53--60926b280f8c700461b85e3b	00016bde53--60926b280f8c700461b85e3b	a0b372d72afac5452c5750107401f51b	EXPIRED	2021-05-05T09:53:44.579					2021-05-05T09:55:09.647	0.7000000000		
TAIA first pull											https://toloka.yandex.ru/task/23846483/00016bde53--60926b2b38310858416c06db	00016bde53--60926b2b38310858416c06db	857190287489d1e7bc7dc80f2fe2f52e	EXPIRED	2021-05-05T09:53:47.637					2021-05-05T10:55:27.637	0.7000000000		
TAIA first pull	34	S8JMfzgvzT	муж	Дмитрий							https://toloka.yandex.ru/task/23846483/00016bde53--60926b2caae371406960874b	00016bde53--60926b2caae371406960874b	aa78dc9d1f1882c28868e2e632286565	SUBMITTED	2021-05-05T09:53:48.430	2021-05-05T10:33:41.586					0.7000000000		
TAIA first pull	44	S8JMfzgvzT	мужской	zilin123							https://toloka.yandex.ru/task/23846483/00016bde53--60926b2d078ece51893ac2c9	00016bde53--60926b2d078ece51893ac2c9	e50fd7353305a2fda89364a2acc6563e	SUBMITTED	2021-05-05T09:53:49.194	2021-05-05T10:18:46.054					0.7000000000		
TAIA first pull											https://toloka.yandex.ru/task/23846483/00016bde53--60926b2fe70f0974b1a9acd8	00016bde53--60926b2fe70f0974b1a9acd8	02fe20c9bbb44f5b44d33555e7f1f3c4	EXPIRED	2021-05-05T09:53:51.868					2021-05-05T09:54:14.706	0.7000000000		
TAIA first pull	20	S8JMfzgvzT	м	Артас							https://toloka.yandex.ru/task/23846483/00016bde53--60926b30f941c07be7ea3408	00016bde53--60926b30f941c07be7ea3408	aaee3684361eaa19f691b986e5480dea	SUBMITTED	2021-05-05T09:53:52.189	2021-05-05T10:02:11.089					0.7000000000		
TAIA first pull	51	S8JMfzgvzT	МУЖСКОЙ	DE1969							https://toloka.yandex.ru/task/23846483/00016bde53--60926b319fe36f17d7ff9b33	00016bde53--60926b319fe36f17d7ff9b33	ccb7348445a251d9df5240fd60ad226a	SUBMITTED	2021-05-05T09:53:53.058	2021-05-05T10:14:13.513					0.7000000000		
TAIA first pull	47	S8JMfzgvzT	женский	mev							https://toloka.yandex.ru/task/23846483/00016bde53--60926b325b31ab7f1cc7f519	00016bde53--60926b325b31ab7f1cc7f519	690b9fc2f604545cd448afecd3fcdeac	SUBMITTED	2021-05-05T09:53:54.785	2021-05-05T10:15:11.643					0.7000000000		
TAIA first pull	38	S8JMfzgvzT	мужской	Mix							https://toloka.yandex.ru/task/23846483/00016bde53--60926b32bb4ccb009fbf52e1	00016bde53--60926b32bb4ccb009fbf52e1	dd475c4b1c1a3c60d0ed3bb593877efa	SUBMITTED	2021-05-05T09:53:54.952	2021-05-05T10:16:01.670					0.7000000000		
TAIA first pull	35	S8JMfzgvzT	женский	Nika							https://toloka.yandex.ru/task/23846483/00016bde53--60926b3457f2744231d3385e	00016bde53--60926b3457f2744231d3385e	49a292a860fc85a0e754b6d177ebd0f2	SUBMITTED	2021-05-05T09:53:56.264	2021-05-05T10:17:48.987					0.7000000000		
TAIA first pull	25	S8JMfzgvzT	Женский	ksjush.safonova							https://toloka.yandex.ru/task/23846483/00016bde53--60926b370f15e875b171add6	00016bde53--60926b370f15e875b171add6	10c9e5555bbb8a61ba0e212edcead490	SUBMITTED	2021-05-05T09:53:59.743	2021-05-05T10:15:11.647					0.7000000000		
TAIA first pull	27	S8JMfzgvzT	мужской	Vanya6613							https://toloka.yandex.ru/task/23846483/00016bde53--60926b380fcbf23df06f999a	00016bde53--60926b380fcbf23df06f999a	177432920408aacd35c22e1825d3af19	SUBMITTED	2021-05-05T09:54:00.218	2021-05-05T10:06:22.359					0.7000000000		
TAIA first pull	45	S8JMfzgvzT	Муж	GIPPO							https://toloka.yandex.ru/task/23846483/00016bde53--60926b3903acb656d0539e2c	00016bde53--60926b3903acb656d0539e2c	2e730d446d3745aee7de3f3060a70749	SUBMITTED	2021-05-05T09:54:01.925	2021-05-05T10:09:31.481					0.7000000000		
TAIA first pull	52	S8JMfzgvzT	Мужской	mans-video							https://toloka.yandex.ru/task/23846483/00016bde53--60926b3904eb6219ecfd5b5b	00016bde53--60926b3904eb6219ecfd5b5b	9af4648fc6df60db283bb2ff057144cb	SUBMITTED	2021-05-05T09:54:01.566	2021-05-05T10:01:57.776					0.7000000000		
TAIA first pull	37	S8JMfzgvzT	Мужской	SanVin							https://toloka.yandex.ru/task/23846483/00016bde53--60926b3a1e05b21892c7571d	00016bde53--60926b3a1e05b21892c7571d	6ac1c9b3666435dfb048cd553de399c1	SUBMITTED	2021-05-05T09:54:02.608	2021-05-05T10:07:00.912					0.7000000000		
TAIA first pull	32	S8JMfzgvzT	Женский	Ксения							https://toloka.yandex.ru/task/23846483/00016bde53--60926b3a5b31ab7f1cc7f602	00016bde53--60926b3a5b31ab7f1cc7f602	066000d55c3eaf6149ed665ab7bbb354	SUBMITTED	2021-05-05T09:54:02.114	2021-05-05T10:11:12.022					0.7000000000		
TAIA first pull	32	S8JMfzgvzT	Женский	Daria							https://toloka.yandex.ru/task/23846483/00016bde53--60926b3c57f2744231d338d5	00016bde53--60926b3c57f2744231d338d5	13a683240e094f70d433c40e98f24a01	SUBMITTED	2021-05-05T09:54:04.160	2021-05-05T10:07:18.036					0.7000000000		
TAIA first pull	25	S8JMfzgvzT	мужской	danil							https://toloka.yandex.ru/task/23846483/00016bde53--60926b4240338e0731cf4bce	00016bde53--60926b4240338e0731cf4bce	fc715b96622534355f1e03768bdf4497	SUBMITTED	2021-05-05T09:54:10.465	2021-05-05T10:11:49.659					0.7000000000		
TAIA first pull	41	S8JMfzgvzT	муж	алекс68							https://toloka.yandex.ru/task/23846483/00016bde53--60926b424a2a157622536898	00016bde53--60926b424a2a157622536898	139c6ec3419ab51973d469954a54400f	SUBMITTED	2021-05-05T09:54:10.179	2021-05-05T10:13:44.568					0.7000000000		
